order_id,customer_id,product_id,order_date,amount,status,region
e14eb70d-b380-c73a-989d-9d4ae15ca666,4797b2c9-5720-7246-4223-623bcc3ebdde,8441aefd-0299-436a-8e48-522346b98991,2026-02-06,428.07,processing,EU
b63b4dc3-a559-e463-79e1-3ceab0cbc61f,3d85de89-c217-1429-8e20-07247d137018,046a0df5-cafd-a613-72bb-912d7da67785,2026-02-19,1471.18,delivered,APAC
87ea7ff5-8db0-6746-7927-99735e781fd7,94e0d3ba-a9f9-48b2-4e63-84bb3e493f43,bef59fe6-ff23-3d5f-6ced-d15d58007c02,2025-12-22,1653.96,processing,EU
50c7c006-314d-3441-b8a6-171f1ee34dc4,3b048a8b-405b-fdc9-4e7e-d827455ac762,f36cb62b-892e-6161-be2d-740a1e9b23bc,2025-12-04,925.76,shipped,LATAM
98c7472a-864e-9a13-c29c-fc0cfa02eaec,96ef2ad6-b97e-6703-46c8-adfe7bf47042,d52721e7-19bc-143e-fb02-bebb48729a4d,2026-02-06,1481.24,delivered,US
f96b648a-0ba6-eab9-4639-447b2067bdac,88bd13d1-b540-b30e-039f-3a254d6168bd,b289f224-4ac9-778d-8da8-eee40df56ac6,2026-02-14,3189.35,cancelled,EU
70c2903f-7a8d-03aa-782a-65e048ca7651,92f5df7b-0323-d342-df6a-8f931a432f0a,0d270659-f72a-da9b-2f32-751e5738811d,2026-01-29,4705.32,delivered,US
7de31a51-6694-c343-10ba-58e3d2762bdc,,afbb411a-a123-5a8c-93b7-a88612f70c97,2026-02-24,758.64,pending,US
9b37a22b-6a8a-616f-c3b2-90d08edddfcd,1e52d770-3f89-7142-fe71-6b1415ce6a66,39c6a1ca-9e50-aa42-ca6d-fda1989bc4da,2025-12-26,1901.90,delivered,US
0f6b40d0-9efb-a58b-9191-b3634e2d6645,6dc7cac7-fd72-b050-96a9-954fdc33e1f9,19675f06-bd76-7e35-f5c9-b0479c10c572,2026-02-04,3127.58,shipped,APAC
00af5b3a-2812-859a-1337-739e8d4f5d27,2c7f0b79-3d67-cde9-2834-e4c014c8b3b4,980402a2-b07a-a066-7354-35ea68949b8d,2026-01-01,1456.30,shipped,US
3bc1a987-aff8-754d-1238-d630743b65a2,dc0f2fcf-b3f6-fe0d-4860-3b32b4fb0eb9,ca8f3653-c9af-18f8-43b9-da13ec856f37,2025-12-12,2948.95,shipped,EU
d39e198b-4400-7d5a-e88d-a71926242b40,a5cb63a2-398d-1ca6-8b68-70b51d61fac3,2a79ea68-0f44-704f-1247-ea4e246998e8,2026-01-22,2975.22,pending,US
f1533ae8-670a-cc5c-b321-bf214dd8eb85,b04d3376-77fc-9703-1fd5-a423706c5c56,7e695d0d-8a3c-3b5e-801e-f1da45b1ed25,2026-01-05,402.22,shipped,EU
f63fce41-3a9a-ca5e-1761-32ed069f14f1,40181c6e-9a8c-fa3c-5283-aac7bc0a6a5d,93403fad-dc4a-d56b-d601-6237ac9ed156,2025-12-17,4753.93,cancelled,APAC
0a4c9f7f-9384-ec2b-44fe-acaed248a9a7,,7872bdeb-2cd9-4cbb-c19a-d58cc35b1c8c,2025-12-26,3257.55,delivered,US
175ba98d-f814-0102-7de1-bdfed0725b5c,a2814044-6f96-2882-95d8-2980ff37d19c,5553b2fe-6889-803e-5913-f9d3785299f4,2026-01-20,3350.67,shipped,EU
d045dd1c-6684-09e3-f1f8-343ea99f1318,49c8a43f-7ed7-0ed7-b194-990b6961929e,746f7891-0964-fbbf-8cd3-21b0c2b01cfd,2026-02-19,1572.59,delivered,US
004b6fab-fcf5-6188-d32e-6dcd83bc9478,dd6ac7b8-6778-043b-c5c5-b37af85e06a1,764414fd-8ae7-69ed-de8e-de0ba85c6e4a,2026-01-09,271.03,delivered,EU
341c6494-0d36-6dfc-c28e-bd7071299889,a01ac992-7f9d-3e64-c1a6-423b9f64eeed,ed7bf656-218a-1536-8c99-a894445dcc38,2026-01-25,2190.59,processing,EU
b5b453ca-3d42-993c-cc9f-d3349bdf0377,a14923c2-f920-264c-0763-fcd01f15c7b6,03802b70-8d03-c91e-4f8d-5238288b78b5,2025-12-22,2039.96,shipped,US
eec259dc-7f95-897c-276a-a6ced50755d9,a5d04d53-1e12-42e3-f272-92b6762172ed,b495db4e-8245-6fb4-4ab7-706eb77350ca,2026-01-27,2077.46,delivered,EU
9970cf60-ebff-8d15-30cb-d7556232b17a,25074181-8d1f-b540-74ef-f5453e652603,22f235f2-e11b-868d-bf0d-073d821c1336,2026-02-22,1381.24,delivered,EU
b9de7a3a-4868-22b9-00a8-1de9d20f87d0,44656d6b-81fb-18b3-c9a7-d91fef2ae713,9475dbc9-9641-8ced-d664-d2644c6e27ff,2025-12-08,2448.21,shipped,EU
6090d697-8b1e-3b9d-c34b-9fbb8d4a75b8,551ac8ea-585a-0afa-7bfd-cc1289e06ab3,de9e3757-5260-001e-eecf-67d2749176f4,2026-02-06,4903.87,shipped,APAC
bea4ff31-5174-00f8-0b2c-782a69288e92,c68a152f-db23-aa8c-3bca-bf85620a60ac,cfb87e6f-e9d6-8f23-b489-d0707914f8a8,2026-01-13,1930.40,pending,APAC
f72169bb-8096-2718-2051-acef097a1e10,f6febc0e-7ecd-dbaf-26f0-5fcffb16e5db,19b17e80-dea4-ae17-54fd-9ad39716108e,2026-01-05,498.57,delivered,US
1327f1bc-2784-378f-f84f-16b3a79fbfaf,def57689-68f4-5bce-24e7-5e8eb8f21423,43d88870-f81d-baa1-c812-0a8e78308930,2026-01-18,3116.30,delivered,APAC
61484bb3-889b-78d5-dbfd-d97eaca2b148,da330aa1-541c-dfcd-da0d-4a5f148f8b74,b7fddd71-a075-e927-5110-b492f4427e0b,2025-12-30,4361.92,shipped,APAC
3a3c8a71-ff57-4e2b-4991-ab9bebc2026f,af34cf65-a193-c4b2-3c19-e71d118405ad,fa745761-6f18-c108-1723-199dbf2c14a0,2026-02-18,3801.85,processing,US
530a37df-0bc6-1066-0769-165fe746ccb9,4ca9cf07-b1aa-0f6a-2a96-e1e27194eae2,5bc440f1-4b1a-269b-0e5d-d462cbd00ef2,2026-01-14,2153.44,shipped,EU
14374509-2cd1-586a-2b84-0c672e183554,cae28e66-ae8a-7813-90e0-a95b697c3923,9ea556aa-61ee-6c5b-deef-580f9c07a751,2025-12-05,1204.16,pending,US
0267deb3-aab6-12c9-415d-174a75a66981,4104a8b5-a34d-b7c5-760d-ebbb3b70b3a1,e6b5a92c-771a-d655-cdfc-6ee0e61ede90,2026-01-25,3388.06,shipped,US
fcd6bdca-5876-fd09-f1fa-f665711533f3,,f6478986-a391-7c99-4c95-5f6a966b1964,2026-01-07,3451.57,delivered,US
61a11729-3cb9-8350-1b4d-a0fe7bb38605,da743152-627b-41a1-ffd6-f23232ffe294,4bbe4aff-9326-dffd-5be4-bf5192698698,2025-12-03,1476.16,pending,EU
f93e08d5-bea2-9dfe-c73f-6e1baf908e3c,dd750e98-90e0-b95f-0212-b554464458b4,bec39a37-9b3d-74bd-e91e-314e0c8e29e3,2025-12-29,4164.20,delivered,LATAM
30ac7d7b-a2f9-63a3-3810-ae665a31b4cc,cd4b69a9-9b68-9c88-3ae9-09fecc8218da,c16d83ed-ad81-f8bd-4029-13ec9ef2b93e,2025-12-08,3404.28,shipped,APAC
70d9c9f8-c9e2-6074-4f16-39a00a17991e,a5769411-a0a1-1839-e745-770418dfbc3c,bb7bee03-5d67-8bb1-945e-f2e4088a93ec,2026-02-14,450.68,delivered,EU
336749b5-2cf6-bf75-6a5e-6920bf5ae7e6,,e05fb8bc-8a16-a06c-c958-e75e21d53971,2026-01-15,2654.27,shipped,US
4b8e63d4-ce76-07ad-f7a6-7b947b5a611a,f1b64afe-d31e-df1a-e9ff-1cae41c8ca8c,cde22f1c-56b6-0afc-ded2-55d0bf1e8366,2026-02-16,2341.66,shipped,US
fadd7ea3-aca5-e2fd-b966-442aad238d36,dc322c97-39c1-e262-f76c-8edec1101266,cdf974a7-d882-b5c1-f79e-fd7065bcc272,2025-12-21,1828.88,delivered,US
ac1e86d8-bfbf-397b-ac3e-7b0d5e5ba13d,746cdb77-1fa3-82e8-895c-cd9943b38eb4,d289f0ab-618a-e305-95a5-bafa431d029f,2025-12-11,4701.46,shipped,APAC
53f8382b-8fb8-64e4-f173-8856e25d36eb,9e9a9f83-0668-03ee-78b2-b5493bdbc09e,a5cc8bf7-38ab-854c-9c2e-58deea4e3617,2026-02-22,3177.02,delivered,APAC
0986bbeb-f23e-323d-0b9b-d93423c86d30,1dde7969-6886-13db-a634-8e784d5c55c7,1dba1267-7e1c-a5a1-fef5-18a64dead645,2026-02-18,1174.01,delivered,US
f22b5b98-b24c-c64f-be3e-6e57f30a9e32,aba4fc03-5efa-9c5b-7421-ff46637e4b01,be055787-965b-efdf-6b4b-e4118a4a0e2d,2026-02-11,4427.07,pending,US
08601833-479d-0cda-f396-ea37f065c817,687a4850-9d9b-6231-7d45-d8efd56ce8ea,71818dcf-379e-fc6e-5edb-0d3cb0b63bcf,2026-01-05,4752.78,delivered,US
5bd20c98-a513-5ea0-fa53-e34de6d5901d,8b621d41-5e09-a9ee-af88-bdecfb1e143b,30974b2b-46a0-2a9b-65ec-7acd0f8035f5,2026-02-15,4745.05,delivered,US
0cf2b69b-0577-aea9-f899-924698de8ebb,a3b5cece-a446-be72-364c-911aa9ab364a,fd235def-3e5a-87e3-5560-db22c96b5edb,2026-02-14,3934.89,shipped,US
dea45c19-d024-3d72-3748-967f961d33ba,350843f0-8de0-8fc2-c3e1-5a85d46ef104,25c61c45-c63d-04ee-541c-7a863ba5cd2f,2025-12-16,14.19,shipped,US
06998731-ddcf-8766-a93b-12cd1c24220e,2cabd7e7-cc6b-66e5-402a-df9c8a4b8f7c,ca3c6f5f-5bb5-c40c-03cd-e2e321bddb41,2026-01-31,2944.27,shipped,US
bee3eb79-1d18-1ee9-86ad-8a8c6bc4123e,bde13c1b-2073-3f6d-0d6a-05b343ef2016,c72c1fe3-72c2-2a16-79eb-4168104556e5,2026-01-15,2566.19,shipped,EU
e8a3f341-c881-9065-ba2c-98ce0b19f88e,9d77a45e-f206-c269-38b7-7c0780fb9296,4d37a539-857d-d3b3-a8ad-df36ddf275eb,2026-01-03,3216.71,shipped,US
7d824264-1ba3-62e7-afa4-15e56d204496,66d06371-d8e8-8ebb-7a9e-8eefffa361be,12d0498d-718d-4d05-e8e2-2743b65feea9,2026-02-20,1610.57,shipped,US
533f5a72-b64f-a54a-8c61-165495da75c1,a21150f9-9fd3-4579-4667-72ce204e178c,87d292a6-98ee-ac2b-fe9f-ecaa6182f347,2026-01-24,2268.58,pending,EU
e0b15aba-a6a2-7967-a79b-44b6da509fed,1d4a3d81-b3a7-d0e0-cb08-587d1963c26d,dd90e79e-b888-f6ed-8d24-4e3ec4dabddb,2026-02-03,2150.36,shipped,EU
50032b35-1857-8baf-bac7-e2b96a7e4c36,66132e69-7418-8109-d3d1-bf0f56c438e4,4140752c-aa44-8259-5001-8b7b6d4067f4,2026-01-14,4767.96,processing,EU
be9d61ee-18b8-7245-6e8f-75a117dded81,15da705c-d4ef-00aa-175a-81ec112fa612,214f3f12-cfd0-1cbd-5f65-c8cebd21bc11,2025-12-21,299.91,pending,APAC
f0ede303-aa53-c19c-dfa4-bb9f5a856750,692ac139-1f4a-8ca1-ab85-fd595463adc7,ea74bb18-de3b-496f-6c45-96f6c012a0ff,2026-02-24,4841.99,pending,US
7b70c3b8-a81f-dec3-279c-658a36760ce5,81e5c9f6-93f2-77cc-1a85-910d5a057c11,59a1120e-1bb4-3332-d8e7-012f39681c81,2025-12-21,1837.81,cancelled,US
c4767556-f97b-e2dd-8f9b-72aed85c16bd,6dda4f8d-cea6-0f4c-39e5-8ff092f837d4,accb461a-9d13-2363-9f29-4a8bd1846c39,2025-12-10,2783.70,pending,APAC
c32d4526-b3e4-110a-45f5-0c522e2fbf77,076979d6-4477-7442-b187-53e6d4578ad9,59dcabd0-56fe-bfb9-ebe9-e2074f199ec0,2026-03-02,907.04,shipped,APAC
07d924ce-f8c8-8fae-a217-8f84bdb025ff,2451e5a4-11d0-59b2-6699-cd99a847bce7,3712f2d1-87cd-b6a1-bf01-2e32177d6e7e,2026-01-13,2099.17,delivered,US
98a21f1c-914d-cfae-f100-13a7c6deb2f0,530ac1c7-b8ba-8368-4fc7-77685ebbcca5,27d415b6-0d77-c5a0-e222-b6a615bfbe97,2026-02-10,3772.18,shipped,APAC
7129cec7-9b69-554d-7c54-535f6c8c3b6a,a974d079-716f-da0a-45a8-882914e286e5,c143f426-372f-871a-45ee-432d6a07f213,2025-12-27,569.10,delivered,US
4ef492c1-aac9-3316-86e5-27537c93f6cc,97d7a560-adb1-4670-ad9f-b00d4882d73c,fc04a168-652f-fb49-3873-e57f0ba078e8,2025-12-16,273.92,shipped,US
53ffd3a2-4a19-3501-4169-b9fcc3a00c6f,2321d1e1-c471-04c0-3613-6e15f200c261,bf3c5140-7f54-a511-01fa-964e1eb74b56,2026-01-06,878.48,delivered,EU
5aaab32f-ce63-22b6-ab05-347fd556b37d,8f0881ee-8011-316b-3ae8-8926b423ccde,bdf66ba5-dc9c-96de-65a6-74c212738a23,2026-02-25,2181.10,delivered,US
a3e05309-b5a1-b949-6788-420992ca525a,6de59332-9364-f3d0-5024-bdc6dcb33df3,67b03283-1d7c-0098-4a1d-ab326aedfdc7,2026-02-28,4831.00,shipped,APAC
d8302081-6fcc-57dd-168f-ae125ca260c9,eb7607c9-b08a-4895-d4ff-a66675c8e90d,96c044d0-6f88-7f28-3e49-fd091b19d8b8,2026-01-10,2619.82,delivered,US
82af085c-138d-994c-2b0a-beddc77444cb,5543fc3c-38b8-f24e-56ea-57b3beed10b6,828c37e7-87d5-b7be-1d30-d990a21b0307,2026-02-06,4529.61,delivered,EU
1a5165ca-3c7c-1d85-25cf-0041d0a643fe,a53bc024-d1a6-9d87-f54e-2019ba35844e,2c6a6e9a-3280-67a1-4187-222b257d5e52,2025-12-15,764.36,cancelled,APAC
c1235c91-76c5-a0dc-7e7e-7419a0c14035,c5d95f51-f387-e1bd-2d59-72c6134a5a2f,72eb7474-9458-054e-c287-4f069050f7ef,2025-12-05,4620.77,pending,APAC
50ee7a92-a091-51e0-f891-b0c3dd3f487e,52bdc661-9fe0-a8c7-fc8d-5b93a2a2e91f,780b3657-117b-355b-7094-4bdb26a524e3,2026-01-05,3156.93,delivered,APAC
09a0a0f6-73b0-a091-7634-c1694f76e388,12fe28bf-81e0-d489-5a18-e2a30e614bcd,497de16d-d4ea-120a-5e65-96540e9058b6,2026-02-21,3223.34,shipped,APAC
cab4923b-f448-8385-8de7-ad6c949077c2,7674456f-626d-719d-81cf-325298159d6c,7321bf6b-0a80-76ec-e558-2e16bd29ede9,2025-12-19,3259.19,delivered,APAC
cf9b8558-1a7f-195b-7355-7b9d0fd6f47e,f52d4af2-269e-d4c9-8059-9b9379c2d2e4,fb7d9f1c-57eb-89b1-d65e-59dde62d2d06,2026-02-20,2522.75,shipped,US
9c1c3517-85d2-d0a6-8629-5b5d707df251,fdb1429e-7010-ed13-b526-b22d3f6c21f7,eafde7d9-5f73-3a3e-5d28-6aa428a39779,2026-01-25,1937.09,cancelled,EU
10df9974-55ab-946d-a5b5-cdc2a181c85e,ca0ac6ac-0d67-d38e-990f-0c5badcc3daf,adaa44ca-8ed6-ad5e-1831-8aa354669d19,2026-01-12,1420.74,processing,APAC
952e6abb-14dd-5061-5557-36f8267eddce,df8f4197-9a4a-99b2-e806-133cf6e39356,598ddaec-eaaf-e543-2434-a678a9e27ba9,2026-01-22,4838.48,processing,APAC
8f158449-4f40-c22f-15b0-2530f020e992,b576255e-9854-9f22-2102-f9c964575bc4,54170a17-caaa-5bbe-a4bb-f962606e0e1c,2026-02-14,3350.59,processing,APAC
5ca0c428-822c-4d32-6c64-5c15aba301cb,a561e1e9-17ec-889c-86c1-b6cbe99630f7,2e25b5ee-4f11-d8dc-5cd3-336904aac1b7,2026-02-03,1708.67,cancelled,EU
d82c7565-4bb9-07ec-13c1-175427aa7cbc,23377bbc-fffe-77c8-39fe-b99c31274148,c5580bb2-81f7-f3fb-19e4-5c6ac9c23e69,2025-12-23,4175.60,delivered,US
6070b6a1-98e5-2499-218c-6e1c9e374f7a,c42cbc39-e05b-46c5-5636-3094a97431db,d4d30795-2e4b-ebc4-2989-0880277d1be9,2025-12-04,3855.49,shipped,LATAM
f836f571-3cce-c76c-b836-c448ad261ec5,5d42b9e9-692e-07b6-0b2f-6d5c700b5d5f,c09cb506-48f1-096d-9c4f-fb4671b701aa,2026-01-04,1170.02,shipped,US
5e2ad32d-31ab-0b56-d5c9-fdc7e76adca9,78116802-c8cc-7cfe-cf01-f944f7315749,fc043f08-9207-0158-f277-1f63ada58417,2026-01-05,2308.41,delivered,LATAM
331f63fb-d11f-c8c0-297c-a4fff75d599f,6b2d5b09-8707-9ad4-80be-7e3561c2645a,df7d0dd7-236e-1608-9acb-394acd1f5318,2026-01-29,260.91,delivered,EU
b61e5fdb-1a43-5206-ef2d-dcc48df661da,,1feae1e0-d9e6-04b3-8412-a335d88c656d,2026-01-25,419.38,shipped,US
f24823ab-177a-8a5f-6ffe-33b3d4bf7a4b,25b8a42f-836b-15c7-e7c2-25da73069588,737d1fb6-d113-76e0-38d7-7b9ae916da57,2026-01-17,4652.36,delivered,US
5ffa46ef-14e4-180c-fe99-36a362dbc850,3c5bf3a7-5fbb-f0b1-8083-89c8657e01c9,ee4a9b5d-5195-54e3-0737-4c86397b5f51,2026-02-18,4195.88,pending,EU
78f2ce6b-d46b-415d-eada-79a34970ed9a,09ce3cfb-2339-ba19-2563-7cc3ca97ebf5,c24369e7-2387-eaf6-d4c3-a832b231c60b,2026-01-01,2243.01,shipped,US
ba2c0f19-f0b2-a5d1-8c7e-6f422646eaf9,d5c0244d-3735-262d-4184-3b0304dd7054,1c76bdf6-6c5a-6c93-871c-08849bdf90f2,2026-01-25,1188.21,shipped,US
1c612ec2-1014-2131-7505-65f59f708368,cb3cf8ca-a392-5731-6b79-afcc3d0a5f0c,98c3e3ca-7ff4-cec6-e7b7-b4c6d6312a80,2025-12-24,82.19,delivered,APAC
5a5226e6-9d64-2932-0066-853d6de299a1,4a90cd0c-24c1-73b9-b7f2-85723defa849,2ff3cde4-6aa4-2c9f-9217-04753d959e3f,2025-12-07,3341.08,delivered,EU
81f38dd4-fd03-4ada-c952-518581e03a5e,8b48f496-86ab-d4e7-f412-436011536e99,df92a621-63f4-c69d-0534-a1018ddce719,2026-01-01,217.68,delivered,EU
3dba6da8-5844-f9fc-114b-9547c9dc72b8,5b6a8102-0428-7378-bf50-23f440ef3935,1a89b71e-a0d5-72c8-a837-fe68bba205ca,2025-12-18,3675.94,delivered,US
d49405f0-2cd2-a404-a48e-40f1d0421dfa,56ab087a-8bc7-8e81-5a30-45280b599562,fb16f757-76f1-86ab-af47-5b49c775e395,2025-12-03,2392.66,shipped,US
339b77a8-4b1f-0d7b-0977-c513752a7d25,f1901b7e-c6b4-69ef-b74e-ba9310275b53,e2c328aa-3310-7475-ca86-22250b36e356,2026-02-25,1577.99,delivered,EU
8b040f49-d0be-73ee-fd37-253965f202f9,,c0d7ac73-095f-fa81-40d9-2bce7930ba20,2025-12-10,955.53,delivered,LATAM
5e368127-cca1-b45c-1fdd-980a45f18619,54f90429-a7de-02cc-dda4-f4a70c3ce284,be4969ec-6667-d3bb-e3b5-63606fdc0bad,2026-01-05,4473.19,delivered,EU
cc1b4157-ec9f-9c54-5e0a-72ab7f5db163,b12b6680-7f07-2cb9-2fd3-40c0f945f2fd,15260718-cd18-0a82-4447-ceab84ef4324,2026-01-07,394.64,pending,US
4baf0f5e-a932-0094-53f2-8f11147f6570,1a43db54-523a-e993-4b34-46bc8ba435cc,b7b8c1a5-9a45-693d-7227-890e4e76833a,2026-01-07,833.23,delivered,EU
ff86cc31-9d66-e815-5a41-53b3e95f176c,debac186-ba10-8217-0ad7-c9a2727716ec,fae3114b-a3b4-42bd-4649-42966f5842c3,2026-02-23,375.22,pending,EU
07f8d4f0-f3ea-0184-28f4-e3ceadedda80,bff9507d-cd14-a03e-8359-9af65d01f55f,ad973b67-9b89-e5cb-d942-644c248d31ec,2026-01-05,174.00,shipped,US
084a6780-9136-f1f8-f310-46dc6202bee6,5cb5e69c-5dc7-b3e6-a529-64ffc74cc890,732e2016-add7-02c9-2747-b93c9ae77eab,2026-01-14,1860.07,cancelled,US
4758367b-a649-9cdc-507b-907265e58f34,5df06e8c-878a-aed9-233f-fc8292ec89af,06a241af-1d0a-f7f7-f5e4-a4713fe68c9c,2026-02-07,2495.22,delivered,APAC
ff11c8ba-36ee-1640-723e-f466b43bd27f,42a259a6-c664-1285-4303-cbc11e2595b8,ea9e5c8d-b1a8-b71f-491b-90e99ca3fbb3,2025-12-30,1000.90,shipped,US
cf7dcb43-1679-742f-ff4c-96d671f2ce8f,b69f68c3-e60f-d420-2c33-350c73b911d8,fc902838-d874-1408-f7b2-17c7ae92ea71,2026-01-21,3339.20,processing,US
b6391f04-2852-4385-d9f2-dd0d4cc9f5f2,e42e5037-4a55-2ea0-8acb-be098ccc9cea,a3404f08-b341-91b8-ed65-22b4b5a5f8e6,2026-02-08,3968.48,delivered,US
cac4d0eb-3373-730e-fc31-a5971f119c0f,,7e7838c9-ca55-e38b-3c9a-be10238d6f44,2026-02-27,1804.49,pending,EU
161237c9-e25d-f9a8-9ca8-a5c42138afe0,8d38bbd8-fba6-abf7-cdbc-c65377a7e8b7,ffe575f6-65ed-cfe3-4f2d-ad3f10d4de39,2025-12-31,2628.48,cancelled,EU
12fc7a87-a470-4d48-5128-b9b1f8ede0ca,20156a72-12e1-53a6-932c-ae01d2c65ee4,8471b4b0-ae1b-9f69-7740-d83173318749,2026-01-17,641.68,cancelled,APAC
80bbae52-6ec0-1269-2108-4dd9f75d1e3c,c48d5650-2e95-22d6-9679-2482a3c988e4,d4d60735-0e2f-8958-de43-1e06e9247069,2026-02-15,2590.52,delivered,US
f0df1684-f28e-4122-5894-f7f139b86bb2,b596ca7c-ef4a-fa88-5299-e5052976aab2,d88f1c94-48b7-63d5-e519-dd7e84d67c4f,2026-02-20,1253.03,pending,APAC
80a8a23d-17ea-ec83-8892-042f9d4b2bf9,4d85e9c7-a001-7720-200b-290346426c45,f10d27c8-9780-c215-2b2b-b8e9a417c093,2025-12-18,770.98,pending,APAC
0a8bb5b4-9049-4583-ec86-a890d7b00bdc,566e3cbe-9aea-622f-e6e9-87cab87b6384,14cb0564-0743-7c3b-dd20-c3bfd342af08,2026-02-25,4742.73,cancelled,APAC
a394ed54-9e3c-5a88-6aa5-6e6d92779574,c4576cc3-35f7-89bc-a6b0-745843c07d43,a08dd21b-e395-4cb1-7f7f-6c0a07c0d116,2025-12-23,1448.37,delivered,EU
12ae5c22-741b-77f5-4c24-a05367f5ae02,af5b8f47-ceae-71cf-ce00-0af03eb05181,7089fc6d-2877-f5d9-0f56-75f8b048faa1,2026-01-08,2421.26,shipped,EU
fcef1972-bbf4-83ce-51be-b80eb7e6a14c,dc8a4922-5005-680f-24c7-78a59b4e164b,66124ab4-f9b2-1e6e-586a-346adc5be7d1,2026-02-14,3803.33,delivered,APAC
3f779cae-7318-b96d-4479-06121f5d988f,776abf09-3de2-8859-51b1-943c1b2ededb,4a4b5563-0cf4-77ef-18c8-a61624108e9a,2026-01-12,4320.82,delivered,US
93e34c35-ef0a-573d-53d2-d56dd0401587,28e213bc-e6fd-d7af-dd84-caccf6729464,c35bec2c-3098-f7b2-500e-15c0b89bdf7f,2026-02-10,2491.33,delivered,EU
64ab851b-f1fa-c6e7-170d-750705eee1d4,7f53a88e-4efc-8248-e10b-1a477faeb748,3da06476-f778-c676-750d-112e8164ceec,2026-02-03,2916.72,shipped,US
